# 192 16
173,CSC8088,20:30,4,7
174,CSC8802,14:00,4,7
175,CEB827,21:45,4,7
176,AFR291,10:30,5,8
177,KLM868,10:25,6,8
178,FIN78,10:45,5,7 10
179,FIN76,01:25,5,7 10
180,EVA177,11:10,5,2
181,EVA181,12:10,4,2
182,EVA131,13:10,5,2
183,EVA129,18:30,4,2
184,EVA179,22:10,4,2
185,CCA162,09:00,5,9
186,CCA164,09:05,5,9
187,CCA726,12:15,4,9
188,CCA922,13:30,5,9
189,CCA928,13:50,5,9
190,CCA152,15:20,4,9
191,CCA858,16:25,5,9
192,CCA736,16:55,4,9
193,CCA462,18:00,4,9
194,CCA748,19:00,4,9
195,CCA736,21:00,4,9
196,CSZ9054,12:55,4,8
197,CSZ9060,15:10,4,8
198,CSZ9056,19:20,4,8
199,CSZ9058,19:10,4,8
200,CSZ8064,22:55,4,8
201,CAL159,09:30,5,15
202,CAL167,12:00,4,15
203,CAL157,13:10,6,15
204,CAL153,14:00,6,15
205,CAL173,19:05,6,15
206,CPA597,09:15,5,5 6
207,CPA503,10:00,7,5 6
208,CPA565,16:00,5,5 6
209,CPA595,17:00,5,5 6
210,CPA507,18:00,7,5 6
211,CPA569,18:30,5,5 6
212,DAL182,16:00,4,6
213,DAL278,21:00,4,6
214,UAE317,23:35,8,12
215,GIA883,11:00,4,11
216,GIA889,12:00,4,11
217,HAL450,20:45,5,1
218,DKH1336,12:50,4,13
219,DKH1612,16:55,4,13
220,DKH1340,17:00,4,13
221,DKH1302,20:30,4,13
222,DKH1338,20:55,4,13
223,DKH1622,21:00,4,13
224,CRK617,07:00,5,0
225,CRK619,17:40,5,0
226,CRK613,23:00,5,0
227,TTW211,11:15,4,11 15
228,TTW221,23:05,4,11 15
229,TTW2213,18:30,4,11 15
230,JAL891,10:10,4,11
231,JAL897,14:45,4,11
232,JAL60,17:45,4,11
233,JAL815,19:35,4,11
234,JAL792,22:20,4,11
235,JAL727,00:45,4,11
236,VNL179,22:20,4,4
237,KAL722,09:30,6,3
238,KAL732,11:05,4,3
239,KAL738,11:55,6,3
240,KAL724,12:25,6,3
241,KAL726,18:40,6,3
242,KAL760,19:30,4,3
243,KAL740,19:35,6,3
244,DLH743,08:55,5,2
245,CXA8628,13:35,4,13
246,CXA840,19:20,4,13
247,ANA973,09:00,4,1
248,ANA979,09:50,4,1
249,ANA945,10:10,4,1
250,ANA873,10:40,4,1
251,ANA977,10:45,4,1
252,ANA951,13:55,4,1
253,ANA975,15:55,4,1
254,AMU855,13:45,4,8
255,AAR115,09:10,4,4
256,AAR111,10:50,5,4
257,AAR1135,11:10,4,4
258,AAR113,17:00,5,4
259,AAR117,20:15,4,4
252,CSZ9056,19:20,4,8
216,CSZ9058,20:10,4,9
316,CSZ9058,20:15,4,8
