# 192 16
690,CSC8088,20:30,4,7
691,CSC8802,20:25,4,7
692,CEB827,21:45,4,7
693,AFR291,10:30,5,8
694,KLM868,10:25,6,8
695,AIC315,14:10,4,7
696,FIN78,10:45,5,7 10
697,FIN76,01:25,5,7 10
698,EVA177,11:10,5,2
699,EVA181,12:10,4,2
700,EVA131,13:10,5,2
701,EVA129,18:30,4,2
702,EVA179,22:10,4,2
703,CCA162,09:00,5,9
704,CCA164,09:05,5,9
705,CCA726,12:15,4,9
706,CCA922,13:30,5,9
707,CCA928,13:50,5,9
708,CCA152,15:20,4,9
709,CCA468,16:00,4,9
710,CCA858,16:25,5,9
711,CCA736,16:55,4,9
712,CCA462,18:00,4,9
713,CCA748,19:00,4,9
714,CCA756,22:00,4,9
715,CSZ9054,12:55,4,8
716,CSZ9060,15:10,4,8
717,CSZ9062,17:20,4,8
718,CSZ9056,19:20,4,8
719,CSZ9058,19:10,4,8
720,CSZ8064,22:55,4,8
721,CAL159,09:30,5,15
722,CAL167,12:00,4,15
723,CAL157,13:10,6,15
724,CAL153,14:00,6,15
725,CAL173,19:05,6,15
726,CAL177,20:35,4,15
727,CPA597,09:15,5,5 6
728,CPA503,10:00,7,5 6
729,CPA565,16:00,5,5 6
730,CPA595,16:45,5,5 6
731,CPA507,18:00,7,5 6
732,CPA569,18:30,5,5 6
733,DAL182,16:00,4,6
734,DAL278,21:00,4,6
735,UAE317,23:35,8,12
736,GIA883,11:00,4,11
737,HAL450,20:45,5,1
738,DKH1336,12:50,4,13
739,DKH1612,16:55,4,13
740,DKH1340,17:00,4,13
741,DKH1302,20:30,4,13
742,DKH1338,20:55,4,13
743,DKH1622,21:00,4,13
744,CRK617,07:00,5,0
745,CRK619,17:40,5,0
746,CRK613,23:00,4,0
747,TTW285,11:15,4,11 15
748,TTW211,14:00,4,11 15
749,TTW221,23:05,4,11 15
750,TTW2213,18:30,4,11 15
751,JAL891,10:10,4,11
752,JAL897,14:45,4,11
753,JAL60,17:45,4,11
754,JAL815,19:35,4,11
755,JAL792,22:20,4,11
756,JAL727,00:45,4,11
757,VNL179,22:20,4,4
758,KAL734,09:00,4,3
759,KAL722,09:30,6,3
760,KAL732,11:05,4,3
761,KAL738,11:55,6,3
762,KAL724,12:25,6,3
763,KAL726,18:40,6,3
764,KAL760,19:30,4,3
765,KAL740,19:35,6,3
766,DLH743,08:55,5,2
767,CXA8628,13:35,4,13
768,CXA836,18:30,4,13
769,CXA840,19:20,4,13
770,ANA973,09:00,4,1
771,ANA979,09:50,4,1
772,ANA945,10:10,4,1
773,ANA873,10:40,4,1
774,ANA977,10:45,4,1
775,ANA951,13:55,4,1
776,ANA975,15:55,4,1
777,AMU855,13:45,4,8
778,AAR115,09:10,4,4
779,AAR111,10:50,5,4
780,AAR1135,11:10,4,4
781,AAR113,17:00,5,4
782,AAR117,20:15,4,4
783,AAR1155,20:40,4,4
784,PAL407,09:55,5,10
785,PAL415,15:00,4,10
786,PAL409,15:25,4,10
787,QFA34,20:40,5,10
788,ASV714,16:15,4,3
789,ACI881,11:30,5,10
790,CDG8844,16:50,4,2
791,CDG8826,17:20,4,2
792,CDG8088,21:45,4,2
793,CDG8092,12:50,4,2
794,SIA619,10:55,6,14
795,SIA623,23:25,6,14
796,THA623,11:45,9,6 7
797,THA673,17:35,6,6 7
798,UAL150,11:05,4,7
799,UAL34,17:10,4,7
800,VJC939,09:20,4,0 5
801,VJC829,09:30,4,0 5
802,HVN337,09:30,4,13
803,HVN321,10:30,5,13
804,HVN331,10:30,5,13
805,ESR612,11:10,4,9 11
806,ESR614,18:10,4,9 11
807,XAX2,22:00,6,5
808,TAX611,23:55,6,0 1
809,TAX613,09:50,6,0 1
810,JSA724,12:15,4,0
811,JSA778,12:55,4,0
812,JSA722,17:20,4,0
813,PIC171,20:30,4,5
814,NCT112,08:30,7,7
815,JNA216,09:55,4,10
816,JNA212,10:50,7,10
817,JNA282,16:45,7,10
818,JNA214,18:45,4,10
819,JNA284,19:40,4,10
820,JNA218,20:00,4,10
821,JJP63,17:10,4,9 15
822,JJP81,20:15,4,9 15
823,TGW895,16:35,6,14
824,TGW700,19:50,6,14
825,CSN394,09:00,4,14 13
826,CSN390,14:10,5,14 13
827,CSN8390,11:55,4,14 13
828,CSN642,12:05,4,14 13
829,CSN632,13:05,4,14 13
830,CSN612,13:10,4,14 13
831,CSN8426,15:30,4,14 13
832,MAS53,09:55,5,6
833,CES730,09:30,4,12 13
834,CES2060,10:00,4,12 13
835,CES2794,12:00,4,12 13
836,CES226,13:10,4,12 13
837,CES516,14:10,4,12 13
838,CES2098,12:50,4,12 13
839,CES526,15:30,4,12 13
840,CES748,16:55,4,12 13
841,CES2860,19:00,4,12 13
842,CES5026,15:00,4,12 13
843,CSH822,19:30,4,12
844,GCR7978,13:20,5,5
845,GCR7980,18:00,4,5
846,ABL123,11:00,4,4
847,ABL129,12:50,4,4
848,ABL125,13:30,4,4
849,ABL127,17:35,4,4
850,ABL121,18:50,4,4
851,LKE870,18:20,4,9
852,OKA3074,18:00,4,6
853,HKE687,14:50,4,1
854,HKE689,19:55,4,1
855,HKE851,12:45,4,1
856,HKE863,19:00,4,1
857,HKE899,17:30,4,1
858,TWB311,10:40,4,2 8 11 12
859,TWB282,10:45,4,2 8 11 12
860,TWB284,15:10,4,2 8 11 12
861,TWB286,18:20,4,2 8 11 12
862,TWB288,10:05,4,2 8 11 12
863,TWB246,12:55,4,2 8 11 12
864,TWB222,19:40,4,2 8 11 12
865,TWB312,20:10,4,2 8 11 12
866,BAW20,11:30,4,11
867,CHH714,16:00,4,6
868,CHH786,15:00,4,6
