# 192 16
2,CRK617,07:00,5,0
3,NCT112,08:30,7,7
4,CCA162,09:00,5,9
5,KAL722,09:00,6,3
6,ANA973,09:00,4,1
7,CSN394,09:00,4,14 13
8,CCA164,09:05,5,9
9,AAR115,09:10,4,4
10,CPA597,09:15,5,5 6
11,VJC939,09:20,4,0 5
12,CAL159,09:30,5,15
13,VJC829,09:30,4,0 5
14,HVN337,09:30,4,13
15,CES730,09:30,4,12 13
16,ANA979,09:50,4,1
17,TAX613,09:50,6,0 1
18,PAL407,09:55,5,10
19,ASV712,09:55,4,3
20,JNA216,09:55,4,10
21,MAS53,09:55,5,6
22,CPA503,10:00,7,5 6
23,CES2060,10:00,4,12 13
24,JAL891,10:10,4,11
25,ANA945,10:10,4,1
26,KAL734,10:15,4,3
27,HVN321,10:30,5,13
28,HVN331,10:30,5,13
29,TWB311,10:40,4,2 8 11 12
30,DLH741,10:40,6,2
31,ANA873,10:40,4,1
32,KLM868,10:45,5,8
33,FIN78,10:45,5,7 10
34,ANA977,10:45,4,1
35,AAR111,10:50,5,4
36,JNA212,10:50,7,10
37,SIA619,10:55,6,14
38,AFR291,11:00,5,8
39,GIA883,11:00,4,11
40,ABL123,11:00,4,4
41,KAL732,11:05,4,3
