# 192 16
346,CSC8088,20:30,4,7
347,CSC8802,20:25,4,7
348,CEB827,21:45,4,7
349,AFR291,10:30,5,8
350,KLM868,10:25,6,8
351,AIC315,14:10,4,7
352,FIN78,10:45,5,7 10
353,EVA177,11:10,5,2
354,EVA181,12:10,4,2
355,EVA131,13:10,5,2
356,EVA129,18:30,4,2
357,EVA179,22:10,4,2
358,CCA162,09:00,5,9
359,CCA164,09:05,5,9
360,CCA726,12:15,4,9
361,CCA922,13:30,5,9
362,CCA928,13:50,5,9
363,CCA152,15:20,4,9
364,CCA468,16:00,4,9
365,CCA858,16:25,5,9
366,CCA736,16:55,4,9
367,CCA462,18:00,4,9
368,CSZ9054,12:55,4,8
369,CSZ9060,15:10,4,8
370,CSZ9062,17:20,4,8
371,CSZ9056,19:20,4,8
372,CSZ9058,19:10,4,8
373,CSZ8064,22:55,4,8
374,CAL159,09:30,5,15
375,CAL193,12:00,4,15
376,CAL157,13:10,6,15
377,CAL153,14:00,6,15
378,CAL173,19:05,6,15
379,CAL177,20:35,4,15
380,CPA597,09:15,5,5 6
381,CPA503,10:00,7,5 6
382,CPA565,16:00,5,5 6
383,CPA595,17:20,5,5 6
384,CPA507,18:00,7,5 6
385,CPA569,18:30,5,5 6
386,DAL182,16:00,4,6
387,DAL278,21:00,4,6
388,UAE317,23:35,8,12
389,GIA883,11:00,4,11
390,HAL450,20:45,5,1
391,DKH1336,12:50,4,13
392,DKH1612,16:55,4,13
393,DKH1340,17:00,4,13
394,DKH1302,20:30,4,13
395,DKH1338,20:55,4,13
396,DKH1622,21:00,4,13
397,CRK619,17:40,5,0
398,CRK633,19:15,5,0
399,CRK613,23:00,4,0
400,TTW285,11:15,4,11 15
401,TTW211,14:00,4,11 15
402,TTW221,23:05,4,11 15
403,TTW2213,18:30,4,11 15
404,JAL891,10:10,4,11
405,JAL897,14:45,4,11
406,JAL60,17:45,4,11
407,JAL815,19:35,4,11
408,JAL792,22:20,4,11
409,JAL727,00:45,4,11
410,VNL179,22:20,4,4
411,KAL734,09:00,4,3
412,KAL722,09:30,6,3
413,KAL732,11:05,4,3
414,KAL738,11:55,6,3
415,KAL724,12:25,6,3
416,KAL726,18:40,6,3
417,KAL760,19:30,4,3
418,KAL740,19:35,6,3
419,DLH743,08:55,5,2
420,CXA8628,13:35,4,13
421,CXA836,18:30,4,13
422,CXA840,19:20,4,13
423,ANA973,09:00,4,1
424,ANA979,09:50,4,1
425,ANA945,10:10,4,1
426,ANA873,10:40,4,1
427,ANA977,10:45,4,1
428,ANA951,13:55,4,1
429,ANA975,15:55,4,1
430,AMU855,13:45,4,8
431,AAR115,09:10,4,4
432,AAR111,10:50,5,4
433,AAR1135,11:10,4,4
434,AAR113,17:00,5,4
435,AAR117,20:15,4,4
436,AAR1155,20:40,4,4
437,PAL407,09:55,5,10
438,PAL415,15:00,4,10
439,PAL409,15:25,4,10
440,ASV712,09:55,4,3
441,ASV714,16:15,4,3
442,CDG8844,16:50,4,2
443,CDG8826,17:20,4,2
444,CDG8088,21:45,4,2
445,CDG8092,12:50,4,2
446,SIA619,10:55,6,14
447,SIA623,23:25,6,14
448,THA623,11:45,9,6 7
449,THA673,17:35,6,6 7
450,UAL150,11:05,4,7
451,UAL34,17:10,4,7
452,VJC939,09:20,4,0 5
453,VJC829,09:30,4,0 5
454,HVN337,09:30,4,13
455,HVN321,10:30,5,13
456,HVN331,10:30,5,13
457,ESR612,11:10,4,9 11
458,ESR614,18:10,4,9 11
459,XAX371,22:00,6,5
460,XAX9,08:55,6,5
461,TAX611,23:55,6,0 1
462,TAX613,09:50,6,0 1
463,JST16,21:00,6,
464,JSA778,12:55,4,0
465,JSA722,17:20,4,0
466,PIC171,20:30,4,5
467,CBJ366,19:50,4,
468,NCT112,08:30,7,7
469,JNA216,09:55,4,10
470,JNA212,10:50,7,10
471,JNA282,16:45,7,10
472,JNA214,18:45,4,10
473,JNA284,19:40,4,10
474,JNA218,17:40,4,10
475,JJP81,20:15,4,9 15
476,TGW895,16:35,6,14
477,TGW703,19:35,6,14
478,TGW700,19:50,6,14
479,CSN394,09:00,4,14 13
480,CSN390,14:10,5,14 13
481,CSN8390,11:55,4,14 13
482,CSN642,12:05,4,14 13
483,CSN632,13:05,4,14 13
484,CSN612,13:10,4,14 13
485,MAS53,09:55,5,6
486,CES730,09:30,4,12 13
487,CES2060,10:00,4,12 13
488,CES2794,12:00,4,12 13
489,CES226,17:30,4,12 13
490,CES516,14:10,4,12 13
491,CES526,15:30,4,12 13
492,CES748,16:55,4,12 13
493,CES2860,19:00,4,12 13
494,CES5056,13:30,4,12 13
495,CES5026,14:55,4,12 13
496,CSH822,19:30,4,12
497,GCR7978,13:20,5,5
498,GCR7980,18:00,4,5
499,ABL123,11:00,4,4
500,ABL129,12:50,4,4
501,ABL125,13:30,4,4
502,ABL127,17:35,4,4
503,ABL121,18:50,4,4
504,LKE870,18:20,4,9
505,HKE687,14:50,4,1
506,HKE689,20:45,4,1
507,HKE851,12:45,4,1
508,HKE863,21:15,4,1
509,HKE899,17:30,4,1
510,TWB311,10:40,4,2 8 11 12
511,TWB282,20:50,4,2 8 11 12
512,TWB284,15:10,4,2 8 11 12
513,TWB288,10:05,4,2 8 11 12
514,TWB246,12:55,4,2 8 11 12
515,TWB222,19:40,4,2 8 11 12
516,TWB312,20:10,4,2 8 11 12
517,TWB9311,11:30,4,2 8 11 12
518,BAW20,11:30,4,11
519,CHH714,15:30,4,6
520,CHH786,13:55,4,6
